,0,1,year
0,hipaa,0.5605633854866028,2014
1,laws,0.5553221702575684,2014
2,hitech,0.5541355609893799,2014
3,regulations,0.5417835712432861,2014
4,phi,0.5212976336479187,2014
5,nonpublic,0.5114591717720032,2014
6,portability,0.507780909538269,2014
7,personally,0.5047522187232971,2014
8,corruption,0.5033316612243652,2014
9,boycott,0.49620571732521057,2014
