,0,1,year
0,gdpr,0.6678338646888733,2020
1,ccpa,0.6508187055587769,2020
2,cybersecurity,0.5943852066993713,2020
3,regulations,0.5629510283470154,2020
4,hipaa,0.5611486434936523,2020
5,laws,0.5600088238716125,2020
6,personally,0.5231094360351562,2020
7,enacting,0.5222220420837402,2020
8,glba,0.5219385623931885,2020
9,encryption,0.5166934728622437,2020
