,0,1,year
0,corruption,0.6025401949882507,2018
1,hipaa,0.592593789100647,2018
2,residency,0.5840448141098022,2018
3,laws,0.573429524898529,2018
4,regulations,0.5608616471290588,2018
5,cybersecurity,0.5449947714805603,2018
6,portability,0.5335131287574768,2018
7,gdpr,0.5143473148345947,2018
8,hitech,0.512187659740448,2018
9,personally,0.5110427141189575,2018
