,0,1,year
0,gdpr,0.6423441767692566,2019
1,cybersecurity,0.6157730221748352,2019
2,hipaa,0.5945975184440613,2019
3,laws,0.5820736289024353,2019
4,corruption,0.5611992478370667,2019
5,ccpa,0.5573061108589172,2019
6,regulations,0.5540408492088318,2019
7,residency,0.5287598967552185,2019
8,glba,0.5263971090316772,2019
9,hitech,0.5145251154899597,2019
