,0,1,year
0,ccpa,0.6702914834022522,2022
1,gdpr,0.649480402469635,2022
2,cpra,0.6453781127929688,2022
3,vcdpa,0.620948851108551,2022
4,cybersecurity,0.5954148173332214,2022
5,pipl,0.5597609877586365,2022
6,protection,0.5526391267776489,2022
7,laws,0.5484371185302734,2022
8,hipaa,0.533315896987915,2022
9,localization,0.5316725969314575,2022
